State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,latitude,longitude
KOGI,ADAVI,OKUNCHI/OZURI/ONIEKA,22-01-01-002,NEAR OPOTUS COMPOUND II,84.0,341.0,True,-1.0,False,True,False,False,UNKNOWN,37.0,0.0,21.0,20.0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/72146/result_140655_1677581753_thumb.jpg,,
KOGI,ADAVI,OKUNCHI/OZURI/ONIEKA,22-01-01-005,LGEA SCHOOL OZURI I,149.0,493.0,True,-1.0,True,False,False,False,UNKNOWN,42.0,1.0,54.0,0.0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/72149/result_140658_1677582088_thumb.jpg,,
KOGI,ADAVI,OKUNCHI/OZURI/ONIEKA,22-01-01-008,OPPOSITE AJOGE'S HOUSE,134.0,590.0,True,-1.0,False,False,False,False,UNKNOWN,50.0,18.0,92.0,5.0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/72152/result_140661_1677582390_thumb.jpg,,
KOGI,ADAVI,OKUNCHI/OZURI/ONIEKA,22-01-01-010,FRONT OF VICTORY PRINTING OKUNCHI I,136.0,567.0,True,-1.0,False,False,False,False,UNKNOWN,53.0,4.0,55.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22852/pu/72850/72850-1677761043.pdf,,
KOGI,ADAVI,OKUNCHI/OZURI/ONIEKA,22-01-01-011,FRONT OF VICTORY PRINTING OKUNCHI II,116.0,433.0,True,-1.0,False,False,False,False,UNKNOWN,53.0,4.0,55.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22852/pu/72851/72851-1677665528.pdf,,
KOGI,ADAVI,OKUNCHI/OZURI/ONIEKA,22-01-01-012,LGEA SCHOOL OKUNCHI I,97.0,467.0,True,-1.0,False,False,False,False,UNKNOWN,42.0,1.0,54.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22852/pu/72852/72852-1677606651.pdf,,
KOGI,ADAVI,OKUNCHI/OZURI/ONIEKA,22-01-01-015,LGEA SCHOOL OKUNCHI,78.0,370.0,True,-1.0,False,False,False,False,UNKNOWN,33.0,1.0,44.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22852/pu/72855/72855-1677607701.pdf,,
KOGI,ADAVI,OKUNCHI/OZURI/ONIEKA,22-01-01-016,GDSS OKUNCHI,107.0,421.0,True,-1.0,False,False,False,False,UNKNOWN,58.0,3.0,44.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22852/pu/72856/72856-1677665078.pdf,,
KOGI,ADAVI,OKUNCHI/OZURI/ONIEKA,22-01-01-020,OPEN SPACE NEAR DANSULE'S COMPOUND,113.0,449.0,True,-1.0,True,False,False,False,UNKNOWN,41.0,0.0,68.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22852/pu/72860/72860-1677664326.pdf,,
KOGI,ADAVI,OKUNCHI/OZURI/ONIEKA,22-01-01-023,ANYOKE-EBA,111.0,417.0,True,-1.0,True,True,False,False,UNKNOWN,59.0,0.0,46.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22852/pu/72863/72863-1677666043.pdf,,
KOGI,ADAVI,OGAMINANA,22-01-02-001,LGEA SCHOOL OGAMINANA I,158.0,875.0,True,-1.0,False,False,False,False,UNKNOWN,77.0,13.0,61.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22853/pu/72864/72864-1677659608.pdf,,
KOGI,ADAVI,OGAMINANA,22-01-02-002,LGEA SCHOOL OGAMINANA II,157.0,1390.0,True,-1.0,True,False,False,False,UNKNOWN,76.0,9.0,64.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22853/pu/72865/72865-1677659769.pdf,,
KOGI,ADAVI,OGAMINANA,22-01-02-004,ABADAGI STREET II,177.0,615.0,True,-1.0,False,False,False,False,UNKNOWN,74.0,2.0,81.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22853/pu/72867/72867-1677660121.pdf,,
KOGI,ADAVI,OGAMINANA,22-01-02-005,ABADAGI STREET III,226.0,799.0,True,-1.0,False,False,False,False,UNKNOWN,97.0,1.0,117.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22853/pu/72868/72868-1677660219.pdf,,
KOGI,ADAVI,OGAMINANA,22-01-02-006,LGEA SCHOOL OGAMINANA (PERM. SEC) I,151.0,667.0,True,-1.0,True,False,False,False,UNKNOWN,68.0,10.0,72.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22853/pu/72869/72869-1677660360.pdf,,
KOGI,ADAVI,OGAMINANA,22-01-02-008,LGCA SCHOOL LOGAMININA (PERM. SEC) III,140.0,716.0,True,-1.0,False,False,False,False,UNKNOWN,75.0,3.0,56.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22853/pu/72871/72871-1677661250.pdf,,
KOGI,ADAVI,OGAMINANA,22-01-02-009,FRONT OF COURT I,111.0,622.0,True,-1.0,False,False,False,False,UNKNOWN,75.0,1.0,35.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22853/pu/72872/72872-1677661434.pdf,,
KOGI,ADAVI,OGAMINANA,22-01-02-011,MATERNITY CENTRE I,136.0,638.0,True,-1.0,False,False,False,False,UNKNOWN,54.0,6.0,74.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22853/pu/72874/72874-1677661778.pdf,,
KOGI,ADAVI,OGAMINANA,22-01-02-012,MATERNITY CENTRE II,126.0,602.0,True,-1.0,False,False,False,False,UNKNOWN,72.0,0.0,95.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22853/pu/72875/72875-1677661979.pdf,,
KOGI,ADAVI,OGAMINANA,22-01-02-013,POSTAL AGENCY REVENU OFFICE I,167.0,689.0,True,-1.0,False,False,False,False,UNKNOWN,72.0,0.0,95.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22853/pu/72876/72876-1677662611.pdf,,
KOGI,ADAVI,OGAMINANA,22-01-02-014,POSTAL AGENCY REVENU OFFICE II,163.0,580.0,True,-1.0,False,False,False,False,UNKNOWN,96.0,1.0,63.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22853/pu/72877/72877-1677663267.pdf,,
KOGI,ADAVI,OGAMINANA,22-01-02-015,LGEA SCHOOL IDATOCHI,188.0,641.0,True,-1.0,False,False,False,False,UNKNOWN,105.0,1.0,82.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22853/pu/72878/72878-1677664018.pdf,,
KOGI,ADAVI,OGAMINANA,22-01-02-016,NEAR ISAH ATTA'S COMPOUND,0.0,683.0,True,-1.0,False,False,False,False,UNKNOWN,95.0,5.0,70.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22853/pu/72879/72879-1677664544.pdf,,
KOGI,ADAVI,OGAMINANA,22-01-02-017,NEAR BADAMS COMPOUND,198.0,734.0,True,-1.0,True,False,False,False,UNKNOWN,92.0,2.0,103.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22853/pu/72880/72880-1677664799.pdf,,
KOGI,ADAVI,IRUVUCHEBA,22-01-03-001,NEAR SUBERU OKINO I,156.0,493.0,True,-1.0,False,False,False,False,UNKNOWN,0.0,0.0,0.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22854/pu/72882/72882-1677458114.pdf,,
KOGI,ADAVI,IRUVUCHEBA,22-01-03-002,NEAR SUBERU OKINO II,161.0,582.0,True,-1.0,False,False,False,False,UNKNOWN,83.0,0.0,76.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22854/pu/72883/72883-1677461032.pdf,,
KOGI,ADAVI,IRUVUCHEBA,22-01-03-004,NEAR OBAJIMOH'S COMPOUND II,68.0,698.0,True,-1.0,False,False,False,False,UNKNOWN,22.0,0.0,45.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22854/pu/72885/72885-1677482247.pdf,,
KOGI,ADAVI,IRUVUCHEBA,22-01-03-005,NEAR JIMOH OTARU'S COMPOUND I,140.0,611.0,True,-1.0,False,False,False,False,UNKNOWN,59.0,1.0,74.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22854/pu/72886/72886-1677482050.pdf,,
KOGI,ADAVI,IRUVUCHEBA,22-01-03-006,NEAR JIMOH OTARU'S COMPOUND II,192.0,737.0,True,-1.0,False,False,False,False,UNKNOWN,132.0,1.0,56.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22854/pu/72887/72887-1677458987.pdf,,
KOGI,ADAVI,IRUVUCHEBA,22-01-03-010,NEAR ASEMA'S COMPOUND II,129.0,563.0,True,-1.0,False,False,False,False,UNKNOWN,104.0,1.0,66.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/010/010-1677422290.pdf,,
KOGI,ADAVI,IRUVUCHEBA,22-01-03-011,BACK OF COURT I,119.0,490.0,True,-1.0,False,False,False,False,UNKNOWN,0.0,0.0,0.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22854/pu/72892/72892-1677480281.pdf,,
KOGI,ADAVI,IRUVUCHEBA,22-01-03-012,BACK OF COURT II,164.0,702.0,True,-1.0,False,False,False,False,UNKNOWN,89.0,6.0,64.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22854/pu/72893/72893-1677460717.pdf,,
KOGI,ADAVI,IRUVUCHEBA,22-01-03-013,OPEN SPACE NEAR OBAJIMO'S COMPOUND,164.0,537.0,True,-1.0,False,False,False,False,UNKNOWN,89.0,3.0,47.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/013/013-1677397460.pdf,,
KOGI,ADAVI,IDANUHUA,22-01-04-001,NEAR AHERUVO'S COMPOUND I,170.0,498.0,True,-1.0,False,False,False,False,UNKNOWN,93.0,5.0,72.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22855/pu/72895/72895-1677463562.pdf,,
KOGI,ADAVI,IDANUHUA,22-01-04-003,IDANUHUA/COUNCIL HALL I,112.0,587.0,True,-1.0,False,False,False,False,UNKNOWN,74.0,0.0,64.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/003/003-1677414410.pdf,,
KOGI,ADAVI,IDANUHUA,22-01-04-004,IDANUHUA DISPENSARY,153.0,656.0,True,-1.0,False,False,False,False,UNKNOWN,68.0,4.0,79.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22855/pu/72898/72898-1677463327.pdf,,
KOGI,ADAVI,IDANUHUA,22-01-04-006,POSTAL AGENCY/OBUBURU II,56.0,443.0,True,-1.0,False,False,False,False,UNKNOWN,0.0,0.0,0.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22855/pu/72900/72900-1677465352.pdf,,
KOGI,ADAVI,IDANUHUA,22-01-04-007,NEAR ALH. DADEMOH'S HOUSE I,178.0,615.0,True,-1.0,False,False,False,False,UNKNOWN,93.0,5.0,75.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/007/007-1677413738.pdf,,
KOGI,ADAVI,IDANUHUA,22-01-04-008,NEAR ALH. DADEMOH'S HOUSE II,109.0,434.0,True,-1.0,False,False,False,False,UNKNOWN,41.0,4.0,64.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22855/pu/72902/72902-1677464108.pdf,,
KOGI,ADAVI,IDANUHUA,22-01-04-009,NEAR YUSUFU ALABI'S HOUSE,129.0,496.0,True,-1.0,False,False,False,False,UNKNOWN,55.0,1.0,70.0,1.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22855/pu/72903/72903-1677464605.pdf,,
KOGI,ADAVI,IDANUHUA,22-01-04-010,NEAR AKWENGWU COMMUNITY BANK,133.0,549.0,True,-1.0,False,False,False,False,UNKNOWN,66.0,4.0,53.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/010/010-1677415076.pdf,,
KOGI,ADAVI,IDANUHUA,22-01-04-011,OPEN SPACE NEAR ALH. ADAEMOH'S COMPOUND,80.0,692.0,True,-1.0,False,False,False,False,UNKNOWN,0.0,3.0,0.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22855/pu/72905/72905-1677466031.pdf,,
KOGI,ADAVI,ADAVI-EBA,22-01-05-001,NURUDEEN ISLAMIC SCHOOL ADAVI-EBA I,183.0,930.0,True,-1.0,True,True,False,False,UNKNOWN,122.0,0.0,37.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22856/pu/72906/72906-1677663853.pdf,,
KOGI,ADAVI,ADAVI-EBA,22-01-05-002,NURUDEEN ISLAMIC SCHOOL ADAVI-EBA II,235.0,902.0,True,-1.0,False,False,False,False,UNKNOWN,118.0,4.0,114.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22856/pu/72907/72907-1677664579.pdf,,
KOGI,ADAVI,ADAVI-EBA,22-01-05-006,DISPENSARY QUARTERS ADAVI-EBA II,148.0,632.0,True,-1.0,False,False,False,False,UNKNOWN,69.0,5.0,71.0,1.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22856/pu/72911/72911-1677663504.pdf,,
KOGI,ADAVI,ADAVI-EBA,22-01-05-007,LGEA SCHOOL ST. PAUL ADAVI-EBA I,162.0,656.0,True,-1.0,False,False,False,False,UNKNOWN,79.0,12.0,62.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22856/pu/72912/72912-1677664938.pdf,,
KOGI,ADAVI,ADAVI-EBA,22-01-05-008,LGEA SCHOOL ST. PAUL ADAVI-EBA II,126.0,656.0,True,-1.0,False,False,False,False,UNKNOWN,59.0,14.0,51.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22856/pu/72913/72913-1677665507.pdf,,
KOGI,ADAVI,ADAVI-EBA,22-01-05-011,NEAR CENTRAL MARKET I,234.0,753.0,True,-1.0,False,False,False,False,UNKNOWN,120.0,10.0,103.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22856/pu/72916/72916-1677664143.pdf,,
KOGI,ADAVI,ADAVI-EBA,22-01-05-012,NEAR CENTRAL MARKET II,179.0,642.0,True,-1.0,False,False,False,False,UNKNOWN,179.0,0.0,0.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22856/pu/72917/72917-1677664317.pdf,,
KOGI,ADAVI,KUROKO I,22-01-06-002,LGEA SCHOOL I IBEKE II,136.0,436.0,True,-1.0,False,False,False,False,UNKNOWN,72.0,2.0,62.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/002/002-1677396547.pdf,,
KOGI,ADAVI,KUROKO I,22-01-06-003,LGEA SCHOOL II IBEKE I,142.0,458.0,True,-1.0,False,False,False,False,UNKNOWN,67.0,1.0,73.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/003/003-1677396998.pdf,,
KOGI,ADAVI,KUROKO I,22-01-06-005,LGEA SCHOOL III,141.0,453.0,True,-1.0,True,False,False,False,UNKNOWN,69.0,0.0,70.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/005/005-1677398146.pdf,,
KOGI,ADAVI,KUROKO I,22-01-06-006,C.S.S. IBEKE I,126.0,431.0,True,-1.0,True,False,False,False,UNKNOWN,68.0,0.0,58.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/006/006-1677399207.pdf,,
KOGI,ADAVI,KUROKO I,22-01-06-007,C.S.S. IBEKE II,153.0,514.0,True,-1.0,False,False,False,False,UNKNOWN,61.0,0.0,89.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/007/007-1677407053.pdf,,
KOGI,ADAVI,KUROKO I,22-01-06-008,C.S.S. IBEKE III,95.0,327.0,True,-1.0,False,True,False,False,UNKNOWN,47.0,3.0,0.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/008/008-1677407458.pdf,,
KOGI,ADAVI,KUROKO I,22-01-06-009,C.S.S. IBEKE IV,75.0,327.0,True,-1.0,False,True,False,False,UNKNOWN,0.0,0.0,0.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/009/009-1677408604.pdf,,
KOGI,ADAVI,KUROKO I,22-01-06-010,OPPOSITE ADEIKA'S HOUSE I,107.0,330.0,True,-1.0,False,False,False,False,UNKNOWN,107.0,0.0,0.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/010/010-1677409044.pdf,,
KOGI,ADAVI,KUROKO I,22-01-06-012,METERNITY CENTRE IBEKE I,106.0,277.0,True,-1.0,False,False,False,False,UNKNOWN,59.0,0.0,45.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/012/012-1677410252.pdf,,
KOGI,ADAVI,KUROKO I,22-01-06-013,METERNITY CENTRE IBEKE II,77.0,276.0,True,-1.0,False,False,False,False,UNKNOWN,59.0,0.0,45.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/013/013-1677410800.pdf,,
KOGI,ADAVI,KUROKO I,22-01-06-014,OPPOSITE OBARO'S HOUSE I,60.0,346.0,True,-1.0,False,False,False,False,UNKNOWN,33.0,2.0,23.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/014/014-1677411800.pdf,,
KOGI,ADAVI,KUROKO I,22-01-06-015,OPPOSITE OBARO'S HOUSE II,71.0,279.0,True,-1.0,True,False,False,False,UNKNOWN,34.0,1.0,35.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/015/015-1677412332.pdf,,
KOGI,ADAVI,KUROKO I,22-01-06-016,NEAR YUSUFU OLOWO'S HOUSE,87.0,409.0,True,-1.0,False,False,False,False,UNKNOWN,39.0,0.0,48.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/016/016-1677412612.pdf,,
KOGI,ADAVI,KUROKO I,22-01-06-017,NEAR OZIGI'S COMPOUND IDOGOGO,106.0,422.0,True,-1.0,False,False,False,False,UNKNOWN,46.0,1.0,58.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/017/017-1677413058.pdf,,
KOGI,ADAVI,KUROKO I,22-01-06-018,OPEN SPACE OPP. OBARO'S HOUSE,96.0,400.0,True,-1.0,True,True,False,False,UNKNOWN,41.0,0.0,0.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/018/018-1677413748.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-001,CATH. SCHOOL IDAKATAPA I,148.0,565.0,True,-1.0,False,False,False,False,UNKNOWN,65.0,2.0,27.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/07/pu/001/001-1677396394.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-002,CATH. SCHOOL IDAKATAPA II,153.0,569.0,True,-1.0,False,True,False,False,UNKNOWN,90.0,2.0,60.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/07/pu/002/002-1677396929.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-003,CATH. SCHOOL IDAKATAPA III,149.0,459.0,True,-1.0,False,False,False,False,UNKNOWN,44.0,2.0,98.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/07/pu/003/003-1677397796.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-004,NEAR SADIKU OBEJARA'S COMPOUND I,166.0,543.0,True,-1.0,False,False,False,False,UNKNOWN,57.0,3.0,105.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/07/pu/004/004-1677399058.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-005,NEAR SADIKU OBEJARA'S COMPOUND II,192.0,543.0,True,-1.0,False,False,False,False,UNKNOWN,61.0,0.0,129.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/07/pu/005/005-1677399806.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-007,NEAR ALIYU INYAMIDA'S COMPOUND II,145.0,545.0,True,-1.0,False,False,False,False,UNKNOWN,80.0,1.0,62.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/07/pu/007/007-1677402712.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-008,BASIC HEALTH CENTRE IDAKATAPA I,122.0,382.0,True,-1.0,False,False,False,False,UNKNOWN,59.0,0.0,58.0,1.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22858/pu/72944/72944-1677467926.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-009,BASIC HEALTH CENTRE IDAKATAPA II,109.0,315.0,True,-1.0,False,True,False,False,UNKNOWN,46.0,1.0,60.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22858/pu/72945/72945-1677468208.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-010,NEAR ORICHA'S COMPOUND IDAKATAPA I,134.0,357.0,True,-1.0,False,False,False,False,UNKNOWN,81.0,0.0,51.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22858/pu/72946/72946-1677468440.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-011,NEAR ORICHA'S COMPOUND IDAKATAPA II,123.0,281.0,True,-1.0,False,True,False,False,UNKNOWN,72.0,0.0,51.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22858/pu/72947/72947-1677468744.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-012,NEAR ORICHA'S COMPOUND IDAKATAPA III,119.0,296.0,True,-1.0,False,False,False,False,UNKNOWN,65.0,1.0,51.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22858/pu/72948/72948-1677468924.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-013,NEAR SULE OZOVEHE'S COMPOUND I,122.0,295.0,True,-1.0,False,False,False,False,UNKNOWN,58.0,2.0,55.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22858/pu/72949/72949-1677469105.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-014,NEAR SULE OZOVEHE'S COMPOUND II,89.0,244.0,True,-1.0,False,False,False,False,UNKNOWN,53.0,0.0,38.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22858/pu/72950/72950-1677469270.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-015,NEAR UTOHU OGOGO I,141.0,455.0,True,-1.0,False,False,False,False,UNKNOWN,65.0,0.0,75.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22858/pu/72951/72951-1677469469.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-016,NEAR UTOHU OGOGO II,130.0,579.0,True,-1.0,False,False,False,False,UNKNOWN,35.0,0.0,107.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22858/pu/72952/72952-1677469696.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-017,NEAR UTOHU OGOGO III,95.0,382.0,True,-1.0,False,False,False,False,UNKNOWN,44.0,3.0,48.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22858/pu/72953/72953-1677469857.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-018,BESIDE BELLO ATTA'S HOUSE I,84.0,293.0,True,-1.0,False,False,False,False,UNKNOWN,33.0,1.0,49.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22858/pu/72954/72954-1677470024.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-020,BESIDE BELLO ATTA'S HOUSE III,92.0,268.0,True,-1.0,False,False,False,False,UNKNOWN,30.0,0.0,61.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22858/pu/72956/72956-1677470481.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-021,FRONT OF AMODU EJO'S HOUSE,121.0,492.0,True,-1.0,False,False,False,False,UNKNOWN,58.0,0.0,63.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22858/pu/72957/72957-1677470659.pdf,,
KOGI,ADAVI,KUROKO II,22-01-07-023,OPEN SPACE NEAR SULE OZOVEHE'S COMPOUND,105.0,323.0,True,-1.0,False,False,False,False,UNKNOWN,52.0,0.0,51.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22858/pu/72959/72959-1677470943.pdf,,
KOGI,ADAVI,INO ZIOMI/IPAKU/OSISI,22-01-08-001,LGEA SCHOOL OSISI I,0.0,718.0,True,-1.0,False,False,False,False,UNKNOWN,132.0,0.0,70.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22859/pu/72960/72960-1677531468.pdf,,
KOGI,ADAVI,INO ZIOMI/IPAKU/OSISI,22-01-08-002,LGEA SCHOOL OSISI II,0.0,607.0,True,-1.0,False,True,False,False,UNKNOWN,95.0,0.0,68.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22859/pu/72961/72961-1677532109.pdf,,
KOGI,ADAVI,INO ZIOMI/IPAKU/OSISI,22-01-08-003,LGEA SCHOOL OSISI III,161.0,435.0,True,-1.0,False,True,False,False,UNKNOWN,108.0,2.0,50.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22859/pu/72962/72962-1677532767.pdf,,
KOGI,ADAVI,INO ZIOMI/IPAKU/OSISI,22-01-08-004,LGEA SCHOOL IPAKU I,0.0,494.0,True,-1.0,False,False,False,False,UNKNOWN,101.0,0.0,40.0,1.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22859/pu/72963/72963-1677533651.pdf,,
KOGI,ADAVI,INO ZIOMI/IPAKU/OSISI,22-01-08-005,LGEA SCHOOL IPAKU II,105.0,393.0,True,-1.0,False,False,False,False,UNKNOWN,73.0,0.0,32.0,0.0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3571/ward/22859/pu/72964/72964-1677534058.pdf,,
